,work_mode,employment_mode,role,prog_skills_in_role,code_for_job,IT_exp,prof_prog_exp,first_code,assigned_seniority,self_assessed_seniority,formal_edu,majors,formal_edu_importance,gender,age,monthly_salary,pro_languages,web_frameworks,other_tools,databases,platforms,fav_language,least_fav_language,fav_framework,least_fav_framework,tools,use_AI_tools,AI_replace_dev,layoffs_23_24,working_now,unemployed_duration,same_role,current_vs_prev_salary
298,onsite,Empleador local (Paraguay),"full_stack_dev, embedded_sys_dev, proj_lead, dev_ops, ux_ui",devops_dataops,Yes,13_17 years,13_17 years,24_25 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",quite_important,male,30_34 years,7M_9M,"JavaScript, TypeScript, PHP, HTML/CSS, SQL, RPG","JQuery, Laravel",,"MySQL, PostgreSQL, IBM DB2","GNU/Linux, Microsoft Windows, Docker",PHP,RPG,Laravel,ASP.NET,"GitLab, Microsoft Team, Slack",,no,no,,,,
299,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,3_5 years,<1 year,<10 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, electronic_engineering, mathematics",somewhat_important,male,25_29 years,2.55M_3.5M,"JavaScript, Python, HTML/CSS",,,PostgreSQL,"GNU/Linux, Microsoft Windows",Python,,,,"Google Suite (Docs, Meet, etc), GitHub","Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
300,Hibrído,local_with_foreign_clients,"backend_dev, embedded_sys_dev, desktop_apps, proj_lead",devops_dataops,Yes,10_12 years,10_12 years,12_13 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,30_34 years,9M_12M,"JavaScript, HTML/CSS, SQL",,,"MySQL, Oracle","GNU/Linux, Microsoft Windows, AWS",Java,Genexus,Spring,CakePHP,"Notion, Google Suite (Docs, Meet, etc), GitHub","Notion AI, ChatGPT, Bing AI",no,no,,,,
301,remote,foreign_employer,backend_dev,devops_dataops,Yes,10_12 years,10_12 years,20_21 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)",electronic_engineering,somewhat_important,male,35_39 years,50M+,"Python, C++, Bash/Shell/PowerShell",,Ansible,,"GNU/Linux, Docker, AWS",Python,Java,,,"GitHub, Jira, Google Suite (Docs, Meet, etc), Slack, Confluence",,no,no,,,,
302,remote,local_with_foreign_clients,"backend_dev, mobile_dev, desktop_apps",,Yes,10_12 years,3_5 years,16_17 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering, other",very_important,male,30_34 years,9M_12M,"Python, Go, Dart","Express, Django","Node.js, Flutter","Oracle, DynamoDB",AWS,Dart,Assembly,Django,JQuery,"Jira, Microsoft Team, GitHub, Confluence",ChatGPT,no,no,,,,
303,onsite,Empleador local (Paraguay),quality_analyst ,"sys_admin, designer",No,<1 year,<1 year,16_17 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering, mathematics, other",quite_important,female,25_29 years,2.55M_3.5M,"JavaScript, PHP, Python, HTML/CSS, SQL","Laravel, CodeIgniter","Pandas, TensorFlow, Keras, Torch/PyTorch","MySQL, MariaDB, PostgreSQL, DynamoDB",Microsoft Windows,SQL,Kotlin,Laravel,Vue.js,"Trello, Microsoft Team, Jira, Discord, GitLab, Slack, GitHub",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",yes,yes,3_5_months,no,lower
304,onsite,Empleador local (Paraguay),"full_stack_dev, game_dev",sys_admin,Yes,10_12 years,3_5 years,12_13 years,Mid-senior,Mid-senior,high_school,"systems_analysis, computer_engineering",quite_important,male,25_29 years,5M_7M,"JavaScript, TypeScript, Java, C#, SQL",ASP.NET,".NET, Unity 3D",PostgreSQL,"GNU/Linux, Microsoft Windows, Docker, Android",Java,PHP,Angular,Laravel,"GitHub, Discord, Slack, Confluence, Trello, GitLab",ChatGPT,no,no,,,,
305,remote,Empleador local (Paraguay),"backend_dev, qa_testing",sys_admin,Yes,3_5 years,3_5 years,10_11 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",very_important,male,30_34 years,3.5M_5M,"JavaScript, Java",Spring,Node.js,"MySQL, PostgreSQL, MongoDB","GNU/Linux, Microsoft Windows, Docker, AWS, Google Cloud Platform, Kubernetes",Java,Fox Pro,React.js,Angular,"GitHub, Google Suite (Docs, Meet, etc), Microsoft Team, Jira","Bing AI, ChatGPT, Github Copilot",no,no,,,,
306,Hibrído,freelance,desktop_apps,sys_admin,Yes,18_25 years,18_25 years,20_21 years,Principal,Principal,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",very_important,male,40_44 years,18M_21M,"PHP, Python, Java, SQL, Fox Pro","Django, CakePHP",Flutter,"MySQL, PostgreSQL, Microsoft SQL Server","GNU/Linux, Microsoft Windows, Android",Fox Pro,Java,Django,CodeIgniter,"Google Suite (Docs, Meet, etc), Microsoft Azure, Slack","Bing AI, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
307,remote,Empleador local (Paraguay),"frontend_dev, mobile_dev",,Yes,3_5 years,3_5 years,14_15 years,No aplica a mi lugar de trabajo,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",quite_important,male,25_29 years,5M_7M,"JavaScript, TypeScript, Java, Dart",React.js,"Node.js, Flutter",,"Docker, AWS, Android, iOS",Dart,JavaScript,,Django,"Google Suite (Docs, Meet, etc), Confluence, Microsoft Team, Notion, GitHub, Slack, Discord, Jira, Facebook Workplace","ChatGPT, Notion AI, Github Copilot",no,no,,,,
308,onsite,Empleador local (Paraguay),desktop_apps,,No,6_9 years,,18_19 years,Mid-senior,Mid-senior,high_school,"programming, systems_analysis, other",quite_important,male,25_29 years,5M_7M,SQL,,,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows",SQL,C#,,,"Jira, GitLab, Slack, Trello",ChatGPT,no,no,,,,
309,remote,foreign_employer,"backend_dev, data_eng, dev_ops","sys_admin, devops_dataops",Yes,18_25 years,18_25 years,26_27 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","systems_analysis, computer_engineering",somewhat_important,male,40_44 years,33M_40M,"TypeScript, Python, Java, HTML/CSS, SQL, Scala","React.js, Django","Node.js, Pandas, TensorFlow, Hadoop, Puppet","MariaDB, Redis, Cassandra, Elasticsearch","GNU/Linux, MacOS, Docker, AWS, Kubernetes",Java,JavaScript,React.js,,"Google Suite (Docs, Meet, etc), Slack, GitHub, Jira, Confluence","ChatGPT, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
310,remote,foreign_employer,"full_stack_dev, data_analyst, data_eng",devops_dataops,Yes,6_9 years,6_9 years,12_13 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",somewhat_important,male,30_34 years,15M_18M,"JavaScript, Python, SQL, Bash/Shell/PowerShell",Django,"Node.js, Pandas","MySQL, DynamoDB, Elasticsearch","GNU/Linux, Docker, AWS",JavaScript,PHP,React.js,Laravel,"Slack, Google Suite (Docs, Meet, etc), Jira, Notion, GitLab, Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
311,Hibrído,Empleador local (Paraguay),"frontend_dev, proj_lead",scientific_researcher,Yes,6_9 years,6_9 years,10_11 years,Staff,Principal,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,male,30_34 years,12M_15M,"Java, Kotlin, Swift, Dart",,Flutter,"MySQL, Microsoft SQL Server, Oracle","MacOS, Android, iOS",Dart,,,,"Facebook Workplace, Confluence, Microsoft Team, Slack, GitLab, Discord, Jira, GitHub",ChatGPT,no,no,,,,
312,remote,freelance,"backend_dev, frontend_dev, mobile_dev","sys_admin, educator",Yes,6_9 years,3_5 years,16_17 years,No aplica a mi lugar de trabajo,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,20_24 years,3.5M_5M,"JavaScript, HTML/CSS, SQL, Bash/Shell/PowerShell, Dart","React.js, Express","Node.js, Flutter","PostgreSQL, MongoDB",GNU/Linux,JavaScript,Java,React.js,Laravel,"Notion, Trello, Jira, GitHub, Google Suite (Docs, Meet, etc), Discord",ChatGPT,no,yes,yes,6+_months,yes,lower
313,remote,foreign_employer,dev_ops,devops_dataops,Yes,10_12 years,3_5 years,10_11 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,30_34 years,27M_33M,"Python, Ruby, SQL, Bash/Shell/PowerShell",,Chef,"MySQL, MariaDB, PostgreSQL, MongoDB","GNU/Linux, MacOS, Docker, Azure, Microsoft Azure, Google Cloud Platform, Kubernetes",Python,Assembly,Django,ASP.NET,"GitLab, Microsoft Team, Microsoft Azure, Confluence, Jira, Slack",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
314,onsite,Empleador local (Paraguay),sys_analyst,,Yes,10_12 years,<1 year,<10 years,Mid-senior,Mid-senior,high_school,"programming, systems_analysis",somewhat_important,male,30_34 years,9M_12M,"JavaScript, HTML/CSS, SQL",,,"MySQL, PostgreSQL, Microsoft SQL Server, SQLite, Oracle","GNU/Linux, Microsoft Windows",Dart,,,,Microsoft Team,"ChatGPT, Bing AI, Github Copilot",no,no,,,,
315,Hibrído,freelance,full_stack_dev,designer,Yes,10_12 years,3_5 years,10_11 years,Staff,Staff,high_school,"programming, systems_analysis",quite_important,male,35_39 years,5M_7M,"JavaScript, PHP, HTML/CSS, SQL","JQuery, Laravel",Node.js,"MySQL, PostgreSQL",GNU/Linux,PHP,,Laravel,,"Jira, GitHub, Confluence, Slack",ChatGPT,no,no,,,,
316,Hibrído,Empleador local (Paraguay),"backend_dev, frontend_dev, mobile_dev, desktop_apps",sys_admin,Yes,6_9 years,6_9 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",none,somewhat_important,male,30_34 years,12M_15M,"JavaScript, TypeScript, Java, HTML/CSS","React.js, Angular, Spring","Node.js, Flutter","MySQL, MariaDB, PostgreSQL, MongoDB, Oracle","GNU/Linux, Microsoft Windows, Docker",Java,Fox Pro,Spring,Gastby,"Slack, Jira, Confluence, GitHub","ChatGPT, Google Bard, Bing AI","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
317,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, proj_lead","sys_admin, educator",Yes,3_5 years,1_2 years,16_17 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,20_24 years,5M_7M,"JavaScript, Java, HTML/CSS, Genexus",,,"MySQL, Microsoft SQL Server, IBM DB2",Microsoft Windows,Genexus,C#,,,"Google Suite (Docs, Meet, etc), Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
318,Hibrído,Empleador local (Paraguay),"full_stack_dev, data_eng",sys_admin,Yes,13_17 years,10_12 years,16_17 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,35_39 years,15M_18M,"JavaScript, Python, C#, HTML/CSS, SQL","Angular, JQuery, ASP.NET, ASP.NET Core, Django",".NET, NET Core, Pandas","MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, Redis","GNU/Linux, Microsoft Windows, Docker, AWS, Azure, Microsoft Azure, WordPress",Python,Java,Django,Laravel,"Jira, GitLab, Microsoft Team, Microsoft Azure, Trello, Google Suite (Docs, Meet, etc), GitHub",ChatGPT,no,no,,,,
319,onsite,Empleador local (Paraguay),"full_stack_dev, mobile_dev, desktop_apps, db_admin",sys_admin,Yes,6_9 years,3_5 years,14_15 years,Mid-senior,Mid-senior,high_school,"programming, systems_analysis",not_important,male,25_29 years,7M_9M,"Java, Dart",Spring,Flutter,"MySQL, PostgreSQL, SQLite, MongoDB, Firebase, Cassandra","GNU/Linux, Microsoft Windows, MacOS, Docker, AWS",Dart,C,Spring,React.js,"Notion, GitLab, GitHub","ChatGPT, Github Copilot",no,no,,,,
320,remote,foreign_employer,db_admin,"sys_admin, devops_dataops",Yes,10_12 years,6_9 years,14_15 years,Senior,Mid-senior,high_school,"programming, computer_engineering",somewhat_important,male,25_29 years,18M_21M,"PHP, Python, C++, HTML/CSS, COBOL","Angular, Angular.js","React Native, Torch/PyTorch",Oracle,"GNU/Linux, AWS",COBOL,Java,Angular,JQuery,"GitLab, Jira, GitHub, Microsoft Azure, Trello",Notion AI,no,no,,,,
321,Hibrído,freelance,"frontend_dev, data_eng, data_sci",designer,No,<1 year,<1 year,<10 years,Trainee,Trainee,high_school,"programming, systems_analysis, graphic_design",somewhat_important,male,30_34 years,2.55M_3.5M,"JavaScript, Python, HTML/CSS",React.js,Flutter,Oracle,Microsoft Windows,Oracle form,,React.js,,"GitHub, Discord, Trello","Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
322,remote,foreign_employer,backend_dev,"sys_admin, devops_dataops",Yes,13_17 years,10_12 years,14_15 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,35_39 years,24M_27M,"Java, SQL, Bash/Shell/PowerShell",Spring,,Oracle,"GNU/Linux, Microsoft Windows, Docker, AWS",Java,PHP,Spring,Angular,"Microsoft Team, Google Suite (Docs, Meet, etc), GitLab, Slack, Jira",ChatGPT,no,no,,,,
323,none,freelance,desktop_apps,sys_admin,Yes,26+ years,26+ years,30+ years,No aplica a mi lugar de trabajo,Senior,high_school,"programming, systems_analysis, civil_engineering",very_important,male,60+ years,<min_wage,"SQL, Genexus, Fox Pro, COBOL",,,PostgreSQL,Microsoft Windows,Python,RPG,Django,CakePHP,GitHub,,no,no,,,,
324,Hibrído,freelance,desktop_apps,designer,Yes,26+ years,26+ years,26_27 years,No aplica a mi lugar de trabajo,Principal,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,55_59 years,7M_9M,"Python, Kotlin, Oracle Forms, Fox Pro",Angular,.NET,"MySQL, MariaDB, Microsoft SQL Server",Microsoft Windows,Fox Pro,C,Angular,Spring,Microsoft Team,ChatGPT,no,no,,,,
325,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev",sys_admin,Yes,10_12 years,10_12 years,14_15 years,Principal,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",very_important,male,35_39 years,9M_12M,"JavaScript, Python, Java, SQL","Angular.js, Spring, Django",Node.js,"MySQL, PostgreSQL","GNU/Linux, Microsoft Windows",Java,PHP,Angular,CakePHP,Trello,ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
326,Hibrído,freelance,full_stack_dev,"sys_admin, educator",Yes,13_17 years,13_17 years,22_23 years,No aplica a mi lugar de trabajo,Principal,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, graphic_design",very_important,male,45_49 years,2.55M_3.5M,"JavaScript, TypeScript, Java, HTML/CSS, SQL, Bash/Shell/PowerShell, Oracle Forms, Fox Pro","Angular, Spring",,"MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, Oracle","GNU/Linux, Microsoft Windows",Java,VBA,Angular,Laravel,"GitHub, Google Suite (Docs, Meet, etc)",Bing AI,"Puede ser, pero dentro de muchos años (más de 10)",yes,no,<3_months,yes,lower
327,Hibrído,Empleador local (Paraguay),desktop_apps,designer,Yes,<1 year,<1 year,<10 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",quite_important,male,25_29 years,3.5M_5M,"JavaScript, SQL, Pascal/Delphi",JQuery,Node.js,Microsoft SQL Server,"Microsoft Windows, Android",SQL,PHP,JQuery,CakePHP,"Jira, Google Suite (Docs, Meet, etc)",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
328,remote,freelance,desktop_apps,"sys_admin, designer",Yes,10_12 years,10_12 years,16_17 years,Principal,Principal,"Título de Grado (licenciatura, ingeniería, etc.)",programming,somewhat_important,female,35_39 years,5M_7M,Fox Pro,,,"MySQL, MariaDB",Microsoft Windows,Fox Pro,C++,,,"Google Suite (Docs, Meet, etc)",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",,,,,
329,onsite,Empleador local (Paraguay),"backend_dev, embedded_sys_dev",,Yes,6_9 years,6_9 years,14_15 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,30_34 years,3.5M_5M,"JavaScript, Java, C#, SQL",ASP.NET,.NET,PostgreSQL,Microsoft Windows,Java,Java,ASP.NET Core,Laravel,"GitLab, Google Suite (Docs, Meet, etc)",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
330,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, db_admin, ux_ui",sys_admin,Yes,3_5 years,3_5 years,14_15 years,No aplica a mi lugar de trabajo,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,25_29 years,3.5M_5M,"JavaScript, TypeScript, PHP, HTML/CSS, Bash/Shell/PowerShell","React.js, JQuery, Express, Laravel, CodeIgniter",Node.js,"MySQL, MariaDB, PostgreSQL, SQLite, MongoDB, Elasticsearch","GNU/Linux, Docker, Android",Go,Fox Pro,Laravel,Angular.js,"Google Suite (Docs, Meet, etc), Trello, Jira, Slack","WolframAlpha, ChatGPT, Claude Ai","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
331,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, desktop_apps, db_admin, data_eng, data_sci, ai_specialist","sys_admin, educator",Yes,26+ years,26+ years,30+ years,Principal,Senior,doctorate,"programming, systems_analysis, computer_engineering",very_important,male,60+ years,15M_18M,"Python, Java, C#, HTML/CSS, SQL, Oracle Forms, Fox Pro, COBOL, RPG, ","ASP.NET, ASP.NET Core, Spring, Django, Flask",".NET, NET Core","MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, Oracle",Microsoft Windows,C#,,Django,Ruby on Rails,,"ChatGPT, Google Bard",no,no,,,,
332,Hibrído,Empleador local (Paraguay),"full_stack_dev, db_admin, data_analyst",sys_admin,Yes,10_12 years,6_9 years,12_13 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)",electronic_engineering,somewhat_important,male,30_34 years,7M_9M,"PHP, HTML/CSS, SQL",Laravel,,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows",PHP,Java,Laravel,,"Jira, Microsoft Team, GitLab",ChatGPT,no,no,,,,
333,Hibrído,Empleador local (Paraguay),mobile_dev,"sys_admin, scientific_researcher",Yes,10_12 years,10_12 years,18_19 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",not_important,female,30_34 years,12M_15M,"Java, Kotlin, Swift",,,PostgreSQL,"Microsoft Windows, MacOS, Docker, Android",Java,C#,Laravel,,"Slack, Microsoft Team","ChatGPT, Google Bard, Bing AI",no,no,,,,
334,onsite,Empleador local (Paraguay),"backend_dev, db_admin, proj_lead","sys_admin, devops_dataops",Yes,10_12 years,1_2 years,10_11 years,Junior,Mid-senior,high_school,"programming, computer_engineering",very_important,male,25_29 years,2.55M_3.5M,"Python, HTML/CSS",Django,Node.js,"MySQL, PostgreSQL, Microsoft SQL Server","GNU/Linux, Microsoft Windows, Raspberry Pi",Python,,Django,,GitHub,,no,no,,,,
335,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, data_analyst",devops_dataops,Yes,3_5 years,3_5 years,18_19 years,Senior,Desconozco,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,female,25_29 years,5M_7M,"JavaScript, TypeScript, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, Angular.js, Spring",Node.js,PostgreSQL,"GNU/Linux, Microsoft Windows, Docker",Java,PHP,Angular.js,CakePHP,GitLab,"Google Bard, ChatGPT",no,no,,,,
336,remote,local_with_foreign_clients,"backend_dev, dev_ops",devops_dataops,Yes,3_5 years,1_2 years,16_17 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,not_important,male,20_24 years,5M_7M,"JavaScript, TypeScript, Python, Ruby, HTML/CSS, SQL","React.js, Express, Ruby on Rails",Node.js,"MariaDB, PostgreSQL","GNU/Linux, MacOS, Docker, AWS",Ruby,VBA,Ruby on Rails,Spring,"GitHub, Google Suite (Docs, Meet, etc), Jira, Slack, GitLab","Bing AI, Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
337,Hibrído,Empleador local (Paraguay),"full_stack_dev, embedded_sys_dev, proj_lead, dev_ops",devops_dataops,Yes,18_25 years,13_17 years,14_15 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering, graphic_design",somewhat_important,male,40_44 years,50M+,"JavaScript, SQL",JQuery,Node.js,"PostgreSQL, Microsoft SQL Server, SQLite, MongoDB, Elasticsearch","GNU/Linux, Microsoft Windows, Docker, Android, iOS",SQL,Genexus,React.js,Flask,"Jira, Microsoft Team, Google Suite (Docs, Meet, etc)","WolframAlpha, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
338,remote,foreign_employer,mobile_dev,,Yes,6_9 years,6_9 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","systems_analysis, computer_engineering",somewhat_important,male,25_29 years,21M_24M,"JavaScript, TypeScript, Kotlin, Swift",React.js,"Node.js, React Native",PostgreSQL,"MacOS, Android, Google Cloud Platform, iOS",TypeScript,Java,React.js,Angular.js,"Google Suite (Docs, Meet, etc), Notion, Slack",Github Copilot,no,no,,,,
339,remote,foreign_employer,backend_dev,,Yes,10_12 years,10_12 years,16_17 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,33M_40M,"Java, SQL",Spring,,"PostgreSQL, MongoDB","MacOS, AWS",Java,JavaScript,Spring,,"Jira, Confluence, Microsoft Team, Google Suite (Docs, Meet, etc), Slack, GitHub",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
340,remote,foreign_employer,"frontend_dev, full_stack_dev, mobile_dev",,Yes,10_12 years,6_9 years,22_23 years,Senior,Senior,high_school,computer_engineering,somewhat_important,male,35_39 years,50M+,"JavaScript, TypeScript, Python, HTML/CSS, SQL, Bash/Shell/PowerShell, Swift","React.js, JQuery","Node.js, React Native",MySQL,"GNU/Linux, MacOS, Docker",JavaScript,Java,React.js,Spring,Jira,"ChatGPT, Github Copilot, Google Bard",no,no,,,,
341,remote,foreign_employer,full_stack_dev,,Yes,6_9 years,6_9 years,20_21 years,Mid-senior,Senior,high_school,systems_analysis,somewhat_important,male,30_34 years,7M_9M,"JavaScript, PHP, Bash/Shell/PowerShell",Laravel,Node.js,"PostgreSQL, Redis",GNU/Linux,PHP,JavaScript,Laravel,CodeIgniter,"Google Suite (Docs, Meet, etc), Notion, Slack, Discord, GitHub",Github Copilot,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
342,Hibrído,Empleador local (Paraguay),backend_dev,,Yes,6_9 years,3_5 years,16_17 years,No aplica a mi lugar de trabajo,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,25_29 years,7M_9M,"JavaScript, Java, HTML/CSS, SQL","Angular, Spring",,Oracle,"GNU/Linux, Microsoft Windows, Docker, Kubernetes",TypeScript,PHP,Spring,JQuery,"Slack, Confluence, Jira, Microsoft Team, GitLab",,no,no,,,,
343,onsite,freelance,desktop_apps,"sys_admin, devops_dataops",Yes,26+ years,26+ years,18_19 years,No aplica a mi lugar de trabajo,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,very_important,male,50_54 years,15M_18M,Fox Pro,,,MySQL,Microsoft Windows,Fox Pro,C++,JQuery,,Microsoft Team,,no,no,,,,
344,Hibrído,Empleador local (Paraguay),"backend_dev, desktop_apps",,Yes,3_5 years,3_5 years,10_11 years,Mid-senior,Mid-senior,high_school,systems_analysis,somewhat_important,male,25_29 years,9M_12M,"C#, SQL",ASP.NET,.NET,Oracle,Microsoft Windows,C#,,,,,ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
345,remote,foreign_employer,backend_dev,sys_admin,Yes,3_5 years,1_2 years,10_11 years,Mid-senior,Mid-senior,high_school,electronic_engineering,somewhat_important,male,30_34 years,12M_15M,"Python, SQL, Bash/Shell/PowerShell","Django, Flask",Pandas,MySQL,"GNU/Linux, Microsoft Windows, Docker, AWS",Python,PHP,Flask,Vue.js,"Google Suite (Docs, Meet, etc), Microsoft Team, GitLab, Jira, Confluence, Slack",Codium AI,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
346,remote,Empleador local (Paraguay),full_stack_dev,"sys_admin, devops_dataops, designer",Yes,3_5 years,3_5 years,16_17 years,Mid-senior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",somewhat_important,male,25_29 years,2.55M_3.5M,"JavaScript, PHP, HTML/CSS, SQL","React.js, Laravel",,"MySQL, Elasticsearch","GNU/Linux, Docker",TypeScript,Java,React.js,Vue.js,"Trello, Jira, GitLab","Google Bard, Bing AI, ChatGPT, Claude.ai",no,no,,,,
347,Hibrído,Empleador local (Paraguay),full_stack_dev,,Yes,10_12 years,10_12 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,male,30_34 years,7M_9M,"Java, HTML/CSS","Angular.js, Spring",,"PostgreSQL, Microsoft SQL Server","GNU/Linux, Microsoft Windows",Java,Fox Pro,Spring,,"Confluence, Google Suite (Docs, Meet, etc), GitLab, Slack, Jira, GitHub",ChatGPT,no,no,,,,
348,remote,foreign_employer,full_stack_dev,,Yes,6_9 years,6_9 years,18_19 years,Senior,Senior,high_school,systems_analysis,not_important,male,25_29 years,18M_21M,"JavaScript, TypeScript, HTML/CSS, SQL","React.js, Express","Node.js, React Native","PostgreSQL, MongoDB",MacOS,TypeScript,PHP,React.js,CodeIgniter,"GitHub, Slack","Github Copilot, ChatGPT",no,yes,yes,3_5_months,yes,higher
349,onsite,Empleador local (Paraguay),it_auditor,"sys_admin, educator",No,26+ years,10_12 years,28_29 years,Staff,Trainee,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, mathematics, other",very_important,male,45_49 years,9M_12M,"JavaScript, TypeScript, PHP, Python, Ruby, Java, C++, Go, HTML/CSS, SQL, Bash/Shell/PowerShell, VBA, Oracle Forms, Fox Pro","React.js, Angular, JQuery, ASP.NET, Express, Vue.js, Spring, Django, Flask, Laravel",Node.js,"MySQL, PostgreSQL, Microsoft SQL Server, MongoDB, Oracle","GNU/Linux, Microsoft Windows, Docker, AWS, Android, Raspberry Pi, WordPress, Google Cloud Platform, Heroku",JavaScript,Assembly,Spring,CakePHP,"GitLab, Discord, Google Suite (Docs, Meet, etc), Notion, Trello, GitHub, Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
